05-12-2018 04:20:26 - ===============================Started Adding License Comments, Project - C:\GitHubRepository\Ginger\Ginger===============================
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\DataSource\DataSourceTablePage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\DataSource\DataSourceTablesListPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\DataSource\RemoveTableColumnPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\DragDropLib\DragDrop2.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\DragDropLib\DragDropWindow.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\DragDropLib\DragInfo.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\DragDropLib\IDragDrop.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Drivers\SeleniumRemoteWebDriverEditPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Environments\AppDataBasesPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Environments\AppGeneralParamsPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Environments\ApplicationPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Environments\AppLoginUsersPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Environments\AppsListPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Environments\AppUnixServersPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Environments\EnvironemntNameValidationRule.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Environments\EnvsListPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Exports\GingerToCSV.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Extensions\ExtensionsMethods.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Extensions\TypesExtensions.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Functionalities\FindAndReplacePage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Functionalities\FindItemType.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralLib\AboutPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralLib\ActionSelectorItem.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralLib\ActionSelectorWindow.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralLib\DebugConsoleWindow.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralLib\Dummy.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralLib\ExceptionDetailsPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralLib\ExecutionWatch.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralLib\GeneralErrorWindow.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralLib\ListItemIndexConverter.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralLib\LoadingPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralLib\LogDetailsPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralLib\MRUManager.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralLib\TestWindow.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralLib\ToolTipPopUpWindow.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralValidationRules\EmptyValidationRule.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralValidationRules\FileValidationRule.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralValidationRules\GridValidationRule.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralWindows\NewMainWindow.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralWindows\NewStartPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GingerCoreNETTestLib\GingerCoreNETWindow.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GingerGridLib\GingerGridNodePage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GingerGridLib\GingerGridPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Help\GingerHelpProvider.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Help\HelpWindow.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Imports\SeleniumToGinger.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\MenusLib\ConfigurationsMenu.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\MenusLib\ResourcesMenu.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\MenusLib\RunMenu.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\PluginsLibNew\LocalPluginsPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\PluginsLibNew\PluginsIndexPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\PlugInsWindows\PluginPackagePage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\PlugInsWindows\PlugInsPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\ActionReport.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\ActivityGroupReport.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\ActivityReport.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\BusinessFlowReport.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\EnvironmentReport.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\ExecutionLoggerConfiguration.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\ExecutionResultsConfiguration.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\FlowControlReport.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\GingerReport.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\HTMLReportAttachmentConfigurationPage.xaml.cs
05-12-2018 04:20:27 - Earlier - False, License Added - True, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\HTMLReportConfiguration.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\HTMLReportPage .xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\HTMLReportsConfiguration.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\HTMLReportsConfigurationPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\HTMLReportTemplate.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\HTMLReportTemplatePage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\HTMLReportTemplateSelector.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\HTMLReportTemplatesListPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\HTMLReportTemplatesPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\PDFAutomationReport.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\ReportInfo.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\ReportInfoAttribute.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\ReportList.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\ReportPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\ReportTemplate.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\ReportTemplateSelector.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\ReportTemplatesPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\ReturnValueReport.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\RTFtoPDF.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\RunSetReport.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\VariableReport.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\ActionsRepositoryPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\ActivitiesGroupsRepositoryPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\ActivitiesRepositoryPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\RepositoryItemFactory.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\RepositoryItemPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\RepositoryItemUsage.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\RepositoryItemUsagePage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\RepositoryPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\SharedRepositoryOperations.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\SharedRepositorySummaryPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\ucSharedRepoInstance.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\VariableRepositoryPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\ApplicationAgentSelectionPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\AutoRunWindow.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\BusinessFlowExecutionSummary.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\BusinessFlowRun.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\BusinessFlowRunConfigurationsPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\BusinessFlowRunFlowControlPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\DefectSuggestion.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\ExecutionLogger.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\FailedActionsScreenshotsPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\GingerRunner.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\GingerRunnerConfigurationsPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\GingerRunnerLogger.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetConfig.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunsetExecutor.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetsALMDefectsOpeningPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetsExecutionsHistoryPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\RunLibNew\GingerRunnerControlsMiniWindow.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\RunLibNew\GingerRunnerControlsPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\RunLibNew\GingerSocketMonitorWindow.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\RunSetLib\RunSetOperations.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionAutoSaveAndRecover\RecoveredItem.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionAutoSaveAndRecover\RecoverPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionAutoSaveAndRecover\SolutionAutoSave.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionAutoSaveAndRecover\SolutionRecover.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionLibNew\NewSolutionAgentsWizardPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionLibNew\NewSolutionNameFolderWizardPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionLibNew\NewSolutionPluginsWizardPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionLibNew\NewSolutionTargetApplicationWizardPage.xaml.cs
05-12-2018 04:20:27 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionLibNew\NewSolutionWizard.cs
